from_kode,from_nama,from_lat,from_lon,to_kode,to_nama,to_lat,to_lon,straight_km,road_km,travel_minutes,method
3511,Kabupaten Bondowoso,-7.9136,113.8214,3577,Kota Madiun,-7.6298,111.5237,255.1,331.64,398.0,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3578,Kota Surabaya,-7.2575,112.7521,138.61,180.2,216.2,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3579,Kota Batu,-7.8672,112.5261,142.76,185.59,222.7,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3501,Kabupaten Pacitan,-8.1953,111.1012,324.35,421.66,506.0,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3502,Kabupaten Ponorogo,-7.8654,111.4595,280.98,365.27,438.3,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3503,Kabupaten Trenggalek,-8.0505,111.7082,255.84,332.6,399.1,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3504,Kabupaten Tulungagung,-8.0654,111.9024,234.99,305.48,366.6,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3505,Kabupaten Blitar,-8.0994,112.16,207.83,270.18,324.2,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3506,Kabupaten Kediri,-7.8489,112.0108,220.26,286.34,343.6,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3507,Kabupaten Malang,-8.0515,112.6409,155.05,201.57,241.9,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3508,Kabupaten Lumajang,-8.1339,113.2246,98.19,127.65,153.2,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3509,Kabupaten Jember,-8.1725,113.6883,62.44,81.17,97.4,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3510,Kabupaten Banyuwangi,-8.2193,114.352,68.63,89.22,107.1,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3511,Kabupaten Bondowoso,-7.9136,113.8214,30.63,39.81,47.8,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3512,Kabupaten Situbondo,-7.7067,114.0049,0.0,0.0,0.0,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3513,Kabupaten Probolinggo,-7.8662,113.2158,88.73,115.34,138.4,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3514,Kabupaten Pasuruan,-7.6469,112.9075,121.11,157.45,188.9,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3515,Kabupaten Sidoarjo,-7.4518,112.7181,144.64,188.03,225.6,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3516,Kabupaten Mojokerto,-7.4726,112.4341,175.08,227.6,273.1,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3517,Kabupaten Jombang,-7.5467,112.2354,195.83,254.58,305.5,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3518,Kabupaten Nganjuk,-7.6051,111.904,231.8,301.34,361.6,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3519,Kabupaten Madiun,-7.5438,111.5247,273.95,356.13,427.4,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3520,Kabupaten Magetan,-7.6462,111.3592,291.63,379.12,454.9,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3521,Kabupaten Ngawi,-7.4047,111.4475,283.89,369.06,442.9,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3522,Kabupaten Bojonegoro,-7.1506,111.8802,242.29,314.98,378.0,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3523,Kabupaten Tuban,-6.9667,112.05,230.76,299.99,360.0,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3524,Kabupaten Lamongan,-7.1197,112.4178,186.78,242.81,291.4,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3525,Kabupaten Gresik,-7.1641,112.6508,161.03,209.34,251.2,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3526,Kabupaten Bangkalan,-7.0456,112.9352,138.99,180.69,216.8,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3527,Kabupaten Sampang,-7.0486,113.239,111.75,145.28,174.3,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3528,Kabupaten Pamekasan,-7.1576,113.4741,84.58,109.95,131.9,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3529,Kabupaten Sumenep,-7.0167,113.8667,78.22,101.69,122.0,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3571,Kota Kediri,-7.8164,112.018,219.25,285.02,342.0,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3572,Kota Blitar,-8.0984,112.1683,206.92,268.99,322.8,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3573,Kota Malang,-7.9786,112.6305,154.39,200.7,240.8,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3574,Kota Probolinggo,-7.7543,113.2159,87.1,113.23,135.9,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3575,Kota Pasuruan,-7.6455,112.9077,121.1,157.43,188.9,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3576,Kota Mojokerto,-7.4704,112.438,174.69,227.1,272.5,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3577,Kota Madiun,-7.6298,111.5237,273.56,355.63,426.8,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3578,Kota Surabaya,-7.2575,112.7521,146.87,190.93,229.1,haversine
3512,Kabupaten Situbondo,-7.7067,114.0049,3579,Kota Batu,-7.8672,112.5261,163.89,213.06,255.7,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3501,Kabupaten Pacitan,-8.1953,111.1012,235.68,306.39,367.7,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3502,Kabupaten Ponorogo,-7.8654,111.4595,193.45,251.49,301.8,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3503,Kabupaten Trenggalek,-8.0505,111.7082,167.28,217.47,261.0,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3504,Kabupaten Tulungagung,-8.0654,111.9024,146.32,190.22,228.3,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3505,Kabupaten Blitar,-8.0994,112.16,119.12,154.85,185.8,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3506,Kabupaten Kediri,-7.8489,112.0108,132.75,172.57,207.1,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3507,Kabupaten Malang,-8.0515,112.6409,66.58,86.55,103.9,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3508,Kabupaten Lumajang,-8.1339,113.2246,29.78,38.72,46.5,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3509,Kabupaten Jember,-8.1725,113.6883,62.18,80.84,97.0,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3510,Kabupaten Banyuwangi,-8.2193,114.352,131.11,170.45,204.5,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3511,Kabupaten Bondowoso,-7.9136,113.8214,66.91,86.98,104.4,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3512,Kabupaten Situbondo,-7.7067,114.0049,88.73,115.34,138.4,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3513,Kabupaten Probolinggo,-7.8662,113.2158,0.0,0.0,0.0,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3514,Kabupaten Pasuruan,-7.6469,112.9075,41.81,54.36,65.2,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3515,Kabupaten Sidoarjo,-7.4518,112.7181,71.64,93.13,111.8,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3516,Kabupaten Mojokerto,-7.4726,112.4341,96.62,125.61,150.7,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3517,Kabupaten Jombang,-7.5467,112.2354,113.72,147.84,177.4,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3518,Kabupaten Nganjuk,-7.6051,111.904,147.42,191.65,230.0,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3519,Kabupaten Madiun,-7.5438,111.5247,189.76,246.69,296.0,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3520,Kabupaten Magetan,-7.6462,111.3592,206.01,267.82,321.4,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3521,Kabupaten Ngawi,-7.4047,111.4475,201.53,261.98,314.4,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3522,Kabupaten Bojonegoro,-7.1506,111.8802,167.36,217.57,261.1,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3523,Kabupaten Tuban,-6.9667,112.05,162.87,211.74,254.1,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3524,Kabupaten Lamongan,-7.1197,112.4178,120.95,157.24,188.7,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3525,Kabupaten Gresik,-7.1641,112.6508,99.87,129.83,155.8,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3526,Kabupaten Bangkalan,-7.0456,112.9352,96.35,125.25,150.3,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3527,Kabupaten Sampang,-7.0486,113.239,90.95,118.23,141.9,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3528,Kabupaten Pamekasan,-7.1576,113.4741,83.78,108.91,130.7,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3529,Kabupaten Sumenep,-7.0167,113.8667,118.63,154.22,185.1,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3571,Kota Kediri,-7.8164,112.018,132.06,171.68,206.0,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3572,Kota Blitar,-8.0984,112.1683,118.2,153.66,184.4,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3573,Kota Malang,-7.9786,112.6305,65.66,85.36,102.4,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3574,Kota Probolinggo,-7.7543,113.2159,12.44,16.18,19.4,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3575,Kota Pasuruan,-7.6455,112.9077,41.89,54.45,65.3,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3576,Kota Mojokerto,-7.4704,112.438,96.35,125.26,150.3,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3577,Kota Madiun,-7.6298,111.5237,188.28,244.76,293.7,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3578,Kota Surabaya,-7.2575,112.7521,84.82,110.26,132.3,haversine
3513,Kabupaten Probolinggo,-7.8662,113.2158,3579,Kota Batu,-7.8672,112.5261,75.97,98.76,118.5,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3501,Kabupaten Pacitan,-8.1953,111.1012,208.07,270.49,324.6,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3502,Kabupaten Ponorogo,-7.8654,111.4595,161.38,209.79,251.7,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3503,Kabupaten Trenggalek,-8.0505,111.7082,139.52,181.38,217.7,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3504,Kabupaten Tulungagung,-8.0654,111.9024,120.1,156.12,187.3,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3505,Kabupaten Blitar,-8.0994,112.16,96.49,125.44,150.5,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3506,Kabupaten Kediri,-7.8489,112.0108,101.32,131.72,158.1,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3507,Kabupaten Malang,-8.0515,112.6409,53.73,69.84,83.8,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3508,Kabupaten Lumajang,-8.1339,113.2246,64.44,83.77,100.5,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3509,Kabupaten Jember,-8.1725,113.6883,103.97,135.17,162.2,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3510,Kabupaten Banyuwangi,-8.2193,114.352,171.34,222.75,267.3,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3511,Kabupaten Bondowoso,-7.9136,113.8214,104.96,136.45,163.7,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3512,Kabupaten Situbondo,-7.7067,114.0049,121.11,157.45,188.9,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3513,Kabupaten Probolinggo,-7.8662,113.2158,41.81,54.36,65.2,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3514,Kabupaten Pasuruan,-7.6469,112.9075,0.0,0.0,0.0,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3515,Kabupaten Sidoarjo,-7.4518,112.7181,30.11,39.14,47.0,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3516,Kabupaten Mojokerto,-7.4726,112.4341,55.67,72.36,86.8,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3517,Kabupaten Jombang,-7.5467,112.2354,74.91,97.38,116.9,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3518,Kabupaten Nganjuk,-7.6051,111.904,110.69,143.9,172.7,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3519,Kabupaten Madiun,-7.5438,111.5247,152.84,198.69,238.4,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3520,Kabupaten Magetan,-7.6462,111.3592,170.63,221.82,266.2,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3521,Kabupaten Ngawi,-7.4047,111.4475,163.18,212.14,254.6,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3522,Kabupaten Bojonegoro,-7.1506,111.8802,126.01,163.81,196.6,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3523,Kabupaten Tuban,-6.9667,112.05,121.1,157.43,188.9,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3524,Kabupaten Lamongan,-7.1197,112.4178,79.7,103.61,124.3,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3525,Kabupaten Gresik,-7.1641,112.6508,60.69,78.9,94.7,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3526,Kabupaten Bangkalan,-7.0456,112.9352,66.93,87.01,104.4,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3527,Kabupaten Sampang,-7.0486,113.239,75.91,98.68,118.4,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3528,Kabupaten Pamekasan,-7.1576,113.4741,82.85,107.7,129.2,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3529,Kabupaten Sumenep,-7.0167,113.8667,126.89,164.96,197.9,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3571,Kota Kediri,-7.8164,112.018,99.8,129.75,155.7,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3572,Kota Blitar,-8.0984,112.1683,95.65,124.35,149.2,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3573,Kota Malang,-7.9786,112.6305,47.87,62.23,74.7,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3574,Kota Probolinggo,-7.7543,113.2159,36.02,46.83,56.2,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3575,Kota Pasuruan,-7.6455,112.9077,0.16,0.2,0.2,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3576,Kota Mojokerto,-7.4704,112.438,55.35,71.95,86.3,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3577,Kota Madiun,-7.6298,111.5237,152.52,198.27,237.9,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3578,Kota Surabaya,-7.2575,112.7521,46.57,60.54,72.6,haversine
3514,Kabupaten Pasuruan,-7.6469,112.9075,3579,Kota Batu,-7.8672,112.5261,48.64,63.23,75.9,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3501,Kabupaten Pacitan,-8.1953,111.1012,196.37,255.28,306.3,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3502,Kabupaten Ponorogo,-7.8654,111.4595,146.13,189.97,228.0,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3503,Kabupaten Trenggalek,-8.0505,111.7082,129.66,168.56,202.3,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3504,Kabupaten Tulungagung,-8.0654,111.9024,112.84,146.69,176.0,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3505,Kabupaten Blitar,-8.0994,112.16,94.69,123.1,147.7,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3506,Kabupaten Kediri,-7.8489,112.0108,89.59,116.46,139.8,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3507,Kabupaten Malang,-8.0515,112.6409,67.22,87.39,104.9,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3508,Kabupaten Lumajang,-8.1339,113.2246,94.16,122.41,146.9,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3509,Kabupaten Jember,-8.1725,113.6883,133.59,173.66,208.4,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3510,Kabupaten Banyuwangi,-8.2193,114.352,199.19,258.95,310.7,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3511,Kabupaten Bondowoso,-7.9136,113.8214,131.98,171.57,205.9,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3512,Kabupaten Situbondo,-7.7067,114.0049,144.64,188.03,225.6,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3513,Kabupaten Probolinggo,-7.8662,113.2158,71.64,93.13,111.8,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3514,Kabupaten Pasuruan,-7.6469,112.9075,30.11,39.14,47.0,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3515,Kabupaten Sidoarjo,-7.4518,112.7181,0.0,0.0,0.0,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3516,Kabupaten Mojokerto,-7.4726,112.4341,31.4,40.82,49.0,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3517,Kabupaten Jombang,-7.5467,112.2354,54.25,70.53,84.6,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3518,Kabupaten Nganjuk,-7.6051,111.904,91.35,118.75,142.5,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3519,Kabupaten Madiun,-7.5438,111.5247,131.96,171.55,205.9,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3520,Kabupaten Magetan,-7.6462,111.3592,151.34,196.75,236.1,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3521,Kabupaten Ngawi,-7.4047,111.4475,140.2,182.26,218.7,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3522,Kabupaten Bojonegoro,-7.1506,111.8802,98.3,127.79,153.3,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3523,Kabupaten Tuban,-6.9667,112.05,91.33,118.73,142.5,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3524,Kabupaten Lamongan,-7.1197,112.4178,49.61,64.49,77.4,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3525,Kabupaten Gresik,-7.1641,112.6508,32.84,42.69,51.2,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3526,Kabupaten Bangkalan,-7.0456,112.9352,51.12,66.46,79.8,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3527,Kabupaten Sampang,-7.0486,113.239,72.88,94.74,113.7,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3528,Kabupaten Pamekasan,-7.1576,113.4741,89.57,116.44,139.7,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3529,Kabupaten Sumenep,-7.0167,113.8667,135.62,176.31,211.6,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3571,Kota Kediri,-7.8164,112.018,87.16,113.31,136.0,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3572,Kota Blitar,-8.0984,112.1683,94.01,122.22,146.7,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3573,Kota Malang,-7.9786,112.6305,59.37,77.18,92.6,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3574,Kota Probolinggo,-7.7543,113.2159,64.36,83.66,100.4,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3575,Kota Pasuruan,-7.6455,112.9077,30.01,39.02,46.8,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3576,Kota Mojokerto,-7.4704,112.438,30.95,40.24,48.3,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3577,Kota Madiun,-7.6298,111.5237,133.14,173.08,207.7,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3578,Kota Surabaya,-7.2575,112.7521,21.93,28.51,34.2,haversine
3515,Kabupaten Sidoarjo,-7.4518,112.7181,3579,Kota Batu,-7.8672,112.5261,50.81,66.05,79.3,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3501,Kabupaten Pacitan,-8.1953,111.1012,167.38,217.59,261.1,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3502,Kabupaten Ponorogo,-7.8654,111.4595,115.94,150.73,180.9,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3503,Kabupaten Trenggalek,-8.0505,111.7082,102.59,133.37,160.0,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3504,Kabupaten Tulungagung,-8.0654,111.9024,88.18,114.64,137.6,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3505,Kabupaten Blitar,-8.0994,112.16,75.96,98.74,118.5,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3506,Kabupaten Kediri,-7.8489,112.0108,62.66,81.46,97.8,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3507,Kabupaten Malang,-8.0515,112.6409,68.28,88.77,106.5,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3508,Kabupaten Lumajang,-8.1339,113.2246,113.98,148.17,177.8,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3509,Kabupaten Jember,-8.1725,113.6883,158.57,206.15,247.4,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3510,Kabupaten Banyuwangi,-8.2193,114.352,226.99,295.09,354.1,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3511,Kabupaten Bondowoso,-7.9136,113.8214,160.54,208.71,250.4,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3512,Kabupaten Situbondo,-7.7067,114.0049,175.08,227.6,273.1,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3513,Kabupaten Probolinggo,-7.8662,113.2158,96.62,125.61,150.7,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3514,Kabupaten Pasuruan,-7.6469,112.9075,55.67,72.36,86.8,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3515,Kabupaten Sidoarjo,-7.4518,112.7181,31.4,40.82,49.0,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3516,Kabupaten Mojokerto,-7.4726,112.4341,0.0,0.0,0.0,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3517,Kabupaten Jombang,-7.5467,112.2354,23.4,30.42,36.5,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3518,Kabupaten Nganjuk,-7.6051,111.904,60.26,78.34,94.0,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3519,Kabupaten Madiun,-7.5438,111.5247,100.57,130.74,156.9,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3520,Kabupaten Magetan,-7.6462,111.3592,120.05,156.06,187.3,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3521,Kabupaten Ngawi,-7.4047,111.4475,109.04,141.76,170.1,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3522,Kabupaten Bojonegoro,-7.1506,111.8802,70.81,92.05,110.5,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3523,Kabupaten Tuban,-6.9667,112.05,70.43,91.55,109.9,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3524,Kabupaten Lamongan,-7.1197,112.4178,39.28,51.07,61.3,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3525,Kabupaten Gresik,-7.1641,112.6508,41.81,54.35,65.2,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3526,Kabupaten Bangkalan,-7.0456,112.9352,72.87,94.73,113.7,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3527,Kabupaten Sampang,-7.0486,113.239,100.52,130.68,156.8,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3528,Kabupaten Pamekasan,-7.1576,113.4741,119.93,155.91,187.1,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3529,Kabupaten Sumenep,-7.0167,113.8667,165.96,215.75,258.9,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3571,Kota Kediri,-7.8164,112.018,59.7,77.61,93.1,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3572,Kota Blitar,-8.0984,112.1683,75.5,98.15,117.8,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3573,Kota Malang,-7.9786,112.6305,60.28,78.37,94.0,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3574,Kota Probolinggo,-7.7543,113.2159,91.68,119.19,143.0,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3575,Kota Pasuruan,-7.6455,112.9077,55.63,72.32,86.8,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3576,Kota Mojokerto,-7.4704,112.438,0.49,0.64,0.8,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3577,Kota Madiun,-7.6298,111.5237,101.86,132.42,158.9,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3578,Kota Surabaya,-7.2575,112.7521,42.45,55.18,66.2,haversine
3516,Kabupaten Mojokerto,-7.4726,112.4341,3579,Kota Batu,-7.8672,112.5261,45.03,58.54,70.3,haversine
3517,Kabupaten Jombang,-7.5467,112.2354,3501,Kabupaten Pacitan,-8.1953,111.1012,144.25,187.53,225.0,haversine
3517,Kabupaten Jombang,-7.5467,112.2354,3502,Kabupaten Ponorogo,-7.8654,111.4595,92.55,120.32,144.4,haversine
3517,Kabupaten Jombang,-7.5467,112.2354,3503,Kabupaten Trenggalek,-8.0505,111.7082,80.69,104.9,125.9,haversine
3517,Kabupaten Jombang,-7.5467,112.2354,3504,Kabupaten Tulungagung,-8.0654,111.9024,68.35,88.86,106.6,haversine
3517,Kabupaten Jombang,-7.5467,112.2354,3505,Kabupaten Blitar,-8.0994,112.16,62.02,80.62,96.7,haversine
3517,Kabupaten Jombang,-7.5467,112.2354,3506,Kabupaten Kediri,-7.8489,112.0108,41.73,54.25,65.1,haversine
3517,Kabupaten Jombang,-7.5467,112.2354,3507,Kabupaten Malang,-8.0515,112.6409,71.74,93.26,111.9,haversine
3517,Kabupaten Jombang,-7.5467,112.2354,3508,Kabupaten Lumajang,-8.1339,113.2246,127.03,165.14,198.2,haversine
3517,Kabupaten Jombang,-7.5467,112.2354,3509,Kabupaten Jember,-8.1725,113.6883,174.51,226.86,272.2,haversine
3517,Kabupaten Jombang,-7.5467,112.2354,3510,Kabupaten Banyuwangi,-8.2193,114.352,244.83,318.28,381.9,haversine
3517,Kabupaten Jombang,-7.5467,112.2354,3511,Kabupaten Bondowoso,-7.9136,113.8214,179.45,233.29,279.9,haversine
3517,Kabupaten Jombang,-7.5467,112.2354,3512,Kabupaten Situbondo,-7.7067,114.0049,195.83,254.58,305.5,haversine
